Plant ID,Plant name (English),Country,Coordinate accuracy,Status,Start date,Plant age (years),Nominal crude steel capacity (ttpa),Nominal BOF steel capacity (ttpa),Nominal EAF steel capacity (ttpa),Nominal OHF steel capacity (ttpa),Nominal iron capacity (ttpa),Nominal BF capacity (ttpa),Nominal DRI capacity (ttpa),Ferronickel capacity (ttpa),Sinter plant capacity (ttpa),Coking plant capacity (ttpa),Pelletizing plant capacity (ttpa),Category steel product,Main production process,country,y,x
SBR00018,ArcelorMittal Barra Mansa steel plant,Brazil,exact,operating,1937,86,800,,800,,,,,,,,,finished rolled,electric,BR,-22.525806, -44.191067
SBR00004,ArcelorMittal Resende steel plant,Brazil,exact,operating,2009,14,1000,,1000,,,,,,,,,finished rolled,electric,BR,-22.493597, -44.512628
SBR00006,Ternium Brasil Santa Cruz steel plant,Brazil,exact,operating,2010,13,5200,5200,,,5300,5300,,,5700,1800,unknown,semi-finished,integrated (BF),BR,-22.912549, -43.741614
SBR00010,Gerdau Cosigua Santa Cruz steel plant,Brazil,exact,operating,1971,52,1400,,1400,,,,,,,,,finished rolled,electric,BR,-22.902420, -43.749319
SBR00007,CSN Volta Redonda steel plant,Brazil,exact,operating,1946,77,6250,5750,500,,5658,5658,,,6930,1680,unknown,semi-finished; finished rolled,integrated (BF),BR,-22.512631, -44.112870
SBR00016,Gerdau São Paulo Araçariguama steel plant,Brazil,exact,operating,2006,17,950,,950,,,,,,,,,semi-finished; finished rolled,electric,BR,-23.438640, -47.088250
SBR00019,Simec Pindamonhangaba steel plant,Brazil,exact,operating,2015,8,500,,500,,,,,,,,,finished rolled,electric,BR,-22.921912, -45.413234
SBR00023,Gerdau Pindamonhangaba steel plant,Brazil,exact,operating,1980,43,620,,620,,,,,,,,,finished rolled,electric,BR,-22.899180, -45.347726
SBR00009,ArcelorMittal Piracicaba steel plant,Brazil,exact,operating,1955,68,1100,,1100,,,,,,,,,finished rolled,electric,BR,-22.698154, -47.657146
SCL00001,CAP Acero Huachipato steel plant,Chile,exact,operating,1950,73,1450,1450,,,1482,1482,,,,500,,finished rolled,integrated (BF),CL,-36.746421, -73.129171
SCL00002,AZA Colina steel plant,Chile,exact,operating,1999,24,520,,520,,,,,,,,,finished rolled,electric,CL,-33.294729, -70.727881
SGT00001,AG Sidegua Masagua steel plant,Guatemala,exact,operating,1994,29,500,,500,,,,,,,,,semi-finished,electric,GT,14.232007, -90.815444
SPE00002,Gerdau Siderperu Chimbote steel plant,Peru,exact,operating,1958,65,750,,750,,500,400,100,,,,,finished rolled,integrated (BF and DRI),PE,-9.059693, -78.601178
SPE00001-1,Aceros Arequipa Pisco steel plant EAF expansion,Peru,exact,operating,2021,2,1250,,1250,,,,,,,,,finished rolled,electric,PE,-13.788622, -76.168173
STT00001,Nu-Iron Unlimited Point Lisas DRI plant,Trinidad and Tobago,exact,operating,2006,17,,,,,1600,,1600,,unknown,,unknown,crude,ironmaking (DRI),TT,10.399138, -61.486326
SVE00002,CVG Comsigua DRI plant,Venezuela,exact,operating,1998,25,,,,,1000,,1000,,unknown,,unknown,crude,ironmaking (DRI),VE,8.297662, -62.780149
SVE00003,CVG Ferrominera Orinoco DRI plant,Venezuela,exact,operating,1990,33,,,,,1000,,1000,,unknown,,unknown,crude,ironmaking (DRI),VE,8.334680, -62.728842
SVE00004,CVG Briquetera del Orinoco DRI plant,Venezuela,exact,operating,2000,23,,,,,2200,,2200,,unknown,,unknown,crude,ironmaking (DRI),VE,8.274965, -62.819282
SVE00005,CVG Briquetera del Caroní DRI plant,Venezuela,exact,operating,1991,32,,,,,820,,820,,unknown,,unknown,crude,ironmaking (DRI),VE,8.290142, -62.805419
SVE00007,CVG Briquetera de Venezuela DRI plant,Venezuela,exact,operating,2000,23,,,,,1500,,1500,,unknown,,unknown,crude,ironmaking (DRI),VE,8.300159, -62.780136
SVE00001,Sidor Ciudad Guayana steel plant,Venezuela,exact,operating,1962,61,5100,,5100,,4800,,4800,,unknown,,>0,crude; semi-finished; finished rolled,integrated (DRI),VE,8.259073, -62.841126
SAZ00001,Baku Steel Company steel plant,Azerbaijan,exact,operating,2001,22,1000,,1000,,,,,,,,,semi-finished; finished rolled,electric,AZ,40.431360, 49.886867
SGE00001,Rustavi Metallurgical Plant,Georgia,exact,operating,1948,75,120,>0,120,,725,725,,,2200,700,unknown,crude; semi-finished; finished rolled,integrated (BF),GE,41.531645, 45.026630
SKZ00001,ArcelorMittal Temirtau steel plant,Kazakhstan,exact,operating,1960,63,6000,6000,,,5125,5125,,,6000,3500,,semi-finished; finished rolled,integrated (BF),KZ,50.045849, 73.040384
SKZ00003,KSP Steel Pavlodar steel plant,Kazakhstan,exact,operating,2007,16,800,,800,,,,,,,,,semi-finished; finished rolled,electric,KZ,52.334465, 76.956302
SRU00026,Lebedinsky GOK DRI Plant,Russia,exact,operating,1971,52,,,,,4500,,4500,,22063,,8968,crude,ironmaking (DRI),RU,51.261995, 37.654622
SRU00012,Metalloinvest OEMK steel plant,Russia,exact,operating,1984,39,3500,,3500,,3200,,3200,,,,4100,crude; semi-finished; finished rolled,integrated (DRI),RU,51.142738, 37.940532
SRU00028,Ashinskiy Metallurgical Works,Russia,exact,operating,1900,123,1000,,1000,,,,,unknown,,,,crude; semi-finished; finished rolled,electric,RU,54.994840, 57.277548
SRU00004,Mechel Chelyabinsk Metallurgical Plant,Russia,exact,operating,1943,80,5600,3800,1800,,2600,2600,,,4500,2900,,semi-finished; finished rolled,integrated (BF),RU,55.270730, 61.436492
SRU00007,Magnitogorsk Iron & Steel Works,Russia,exact,operating,1932,91,14500,10500,4000,,11100,11100,,,11300,5400,,semi-finished; finished rolled,integrated (BF),RU,53.427593, 59.054122
SRU00023,Zlatoust Metallurgical Plant,Russia,exact,operating,1900,123,1200,,1200,,,,,,,,,crude; semi-finished; finished rolled,electric,RU,55.197524, 59.650247
SRU00009,NLMK Kaluga steel plant,Russia,exact,operating,2013,10,1500,,1500,,,,,,,,,semi-finished; finished rolled,electric,RU,55.233675, 36.679192
SRU00025,Evraz ZSMK steel plant,Russia,exact,operating,1932,91,9500,8000,1500,,6200,6200,,,7200,5210,,semi-finished; finished rolled,integrated (BF),RU,53.886180, 87.257618
SRU00002,Amurstal steel plant,Russia,exact,operating,1942,81,2150,,2150,,,,,,,,,semi-finished; finished rolled,electric,RU,50.563131, 136.976362
SRU00001,Abinsk Electric Steel Works,Russia,exact,operating,2014,9,1500,,1500,,,,,,,,,semi-finished; finished rolled,electric,RU,44.881938, 38.127510
SRU00008,NLMK Lipetsk steel plant,Russia,exact,operating,1934,89,13200,13200,,,14200,14200,,,,2745,,semi-finished; finished rolled,integrated (BF),RU,52.557372, 39.629574
SRU00034,OMK Vyksa Casting and Rolling Complex,Russia,exact,operating,2008,15,1250,,1250,,,,,,,,,finished rolled,electric,RU,55.382815, 42.188954
SRU00019,Ural Steel Metallurgical Plant,Russia,exact,operating,1955,68,1600,,1600,,2700,2700,,,3200,1380,,crude; semi-finished; finished rolled,integrated (BF),RU,51.214781, 58.353913
SRU00016,TMK Taganrog Metallurgical Plant,Russia,exact,operating,1896,127,950,,950,,,,,,,,,semi-finished; finished rolled,electric,RU,47.241557, 38.928584
SRU00017,Balakovo Steel Factory,Russia,exact,operating,2013,10,1200,,1200,,,,,,,,,semi-finished; finished rolled,electric,RU,51.936009, 47.815910
SRU00032,StavStal Metallurgical Plant,Russia,exact,operating,2016,7,500,,500,,,,,,,,,semi-finished; finished rolled,electric,RU,44.688323, 41.927331
SRU00011,Evraz NTMK steel plant,Russia,exact,operating,1940,83,4500,4500,,,5050,5050,,,,2300,,semi-finished; finished rolled,integrated (BF),RU,57.922851, 60.033543
SRU00003,Iron Ozone 32 steel plant,Russia,exact,operating,2010,13,1250,,1250,,,,,,,,,semi-finished,electric,RU,56.902050, 59.992198
SRU00015,TMK Seversky Pipe Plant,Russia,exact,operating,1739,284,1000,,1000,,,,,,,,,semi-finished; finished rolled,electric,RU,56.478428, 60.249411
SRU00010,NLMK Ural steel plant,Russia,exact,operating,2005,18,2200,,2200,,,,,,,,,semi-finished; finished rolled,electric,RU,56.849666, 59.908414
SRU00013,Nadezhdinski Metallurgical Plant (Serov),Russia,exact,operating,1894,129,756,,756,,,,,,660,,,crude; semi-finished; finished rolled,electric,RU,59.593854, 60.591196
SRU00006,IMH Tulachermet,Russia,exact,operating,1935,88,1800,1800,,,3763,3763,,,3400,,,semi-finished; finished rolled,integrated (BF),RU,54.156726, 37.725551
SRU00014,Tyumen Electrosteel plant,Russia,exact,operating,2013,10,550,,550,,,,,,,,,semi-finished; finished rolled,electric,RU,57.109316, 65.668641
SRU00022,VMK Red October steel plant,Russia,exact,operating,1898,125,2000,,2000,,,,,,,,,crude; semi-finished; finished rolled,electric,RU,48.754025, 44.561004
SRU00027,Volzhsky Pipe Plant,Russia,exact,operating,1990,33,900,,900,,,,,,,,,semi-finished; finished rolled,electric,RU,48.804332, 44.794080
SRU00018,Severstal Cherepovets steel plant,Russia,exact,operating,1955,68,12000,9800,2200,,11400,11400,,,4000,4702,11000,semi-finished; finished rolled,integrated (BF),RU,59.143998, 37.862950
SUZ00001,Uzmetkombinat steel plant,Uzbekistan,exact,operating,1944,79,1000,,1000,>0,,,,,,,,finished rolled,"electric, oxygen",UZ,40.233432, 69.290873
SAL00001,Kurum International Elbasan steel plant,Albania,exact,operating,1998,25,700,,700,,unknown,unknown,,,unknown,unknown,unknown,crude; semi-finished,integrated (BF),AL,41.094611, 20.026117
SAT00002,Voestalpine Stahl Donawitz steel plant,Austria,exact,operating,1878,145,1570,1570,,,1650,1650,,,1700,unknown,unknown,semi-finished; finished rolled,integrated (BF),AT,47.380455, 15.065182
SAT00001,Voestalpine Stahl Linz steel plant,Austria,exact,operating,1940,83,6000,6000,,,5000,5000,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),AT,48.274023, 14.334340
SBY00001,Byelorussian Steel Works,Belarus,exact,operating,1984,39,3000,,3000,,,,,,,,,semi-finished; finished rolled,electric,BY,52.849321, 29.988985
SBE00002,Aperam Stainless Belgium Genk steel plant,Belgium,exact,operating,unknown,unknown,1200,,1200,,,,,,,,,semi-finished; finished rolled,electric,BE,50.933973, 5.511494
SBE00001,ArcelorMittal Gent steel plant,Belgium,exact,operating,1966,57,5000,5000,,,5000,5000,,,6935,1200,,semi-finished; finished rolled,integrated (BF),BE,51.169929, 3.804462
SBE00006,Thy Marcinelle Charleroi steel plant,Belgium,exact,operating,1989,34,850,,850,,,,,,,,,finished rolled,electric,BE,50.410335, 4.429693
SBE00003,Aperam Stainless Belgium Châtelet steel plant,Belgium,exact,operating,1976,47,1000,,1000,,,,,,,,,semi-finished; finished rolled,electric,BE,50.414998, 4.532443
SBA00001,ArcelorMittal Zenica steel plant,Bosnia and Herzegovina,exact,operating,1892,131,1940,1140,800,,1100,1100,,,1875,630,,semi-finished; finished rolled,integrated (BF),BA,44.224446, 17.899815
SBG00001,Stomana Industry Pernik steel plant,Bulgaria,exact,operating,1958,65,1200,,1200,,,,,,,,,semi-finished; finished rolled,electric,BG,42.595629, 23.093095
SHR00001,ABS Sisak Iron & Steel plant,Croatia,exact,operating,1954,69,350,,350,,,,,,,,,semi-finished,electric,HR,45.445978, 16.391655
SCZ00002,GFG Liberty Ostrava steel plant,Czech Republic,exact,operating,unknown,unknown,3600,3600,,,2100,2100,,,>0,1200,,semi-finished; finished rolled,integrated (BF),CZ,49.792139, 18.309875
SCZ00001,TZMS Třinecké železárny Trinec steel plant,Czech Republic,exact,operating,1906,117,2800,2600,200,,2100,2100,,,>0,700,,semi-finished; finished rolled,integrated (BF),CZ,49.689053, 18.654557
SFI00003,Ovako Imatra steel plant,Finland,exact,operating,1935,88,862.4999999999999,,862.5,,,,,unknown,,,,semi-finished; finished rolled,electric,FI,61.149466, 28.798774
SFI00002,Outokumpu Tornio steel plant,Finland,exact,operating,1976,47,1200,,1200,,,,,>0,,,,crude; semi-finished; finished rolled,electric,FI,65.767115, 24.176472
SFI00001,SSAB Raahe steel plant,Finland,exact,operating,1964,59,2600,2600,,,2600,2600,,,>0,>0,unknown,semi-finished; finished rolled,integrated (BF),FI,64.651111, 24.418544
SFR00008,Riva Sam Neuves-Maisons steel plant,France,exact,operating,1872,151,850,,850,,,,,,,,,semi-finished; finished rolled,electric,FR,48.611482, 6.111864
SFR00001,ArcelorMittal Dunkerque steel plant,France,exact,operating,unknown,unknown,6750,6750,,,6900,6900,,,9600,1380,,semi-finished; finished rolled,integrated (BF),FR,51.041274, 2.292948
SFR00006,Saarstahl Ascoval Saint-Saulve steel plant,France,exact,operating,unknown,unknown,730,,730,,,,,,,,,semi-finished; finished rolled,electric,FR,50.398171, 3.561712
SFR00005,LME Trith-Saint-Léger steel plant,France,exact,operating,unknown,unknown,850,,850,,,,,,,,,semi-finished; finished rolled,electric,FR,50.329200, 3.490913
SFR00009,Riva Iton Seine Bonnieres Sur Seine steel plant,France,exact,operating,1916,107,550,,550,,,,,,,,,semi-finished; finished rolled,electric,FR,49.033678, 1.561022
SFR00010,Riva Alpa Gargenville steel plant,France,exact,operating,1974,49,700,,700,,,,,,,,,semi-finished; finished rolled,electric,FR,48.983515, 1.76245
SFR00007,Riva Sam Montereau steel plant,France,exact,operating,1973,50,720,,720,,,,,,,,,semi-finished; finished rolled,electric,FR,48.387211, 2.981091
SFR00003,Celsa France Boucau steel plant,France,exact,operating,1965,58,1200,,1200,,,,,,,,,semi-finished; finished rolled,electric,FR,43.529693, -1.500971
SFR00002,ArcelorMittal Méditerranée Fos sur Mer steel plant,France,exact,operating,1980,43,4000,4000,,,4000,4000,,,6800,1650,,semi-finished; finished rolled,integrated (BF),FR,43.432830, 4.887166
SDE00009,Kehler Baden Steel Works,Germany,exact,operating,1955,68,2500,,2500,,,,,,,,,semi-finished; finished rolled,electric,DE,48.595058, 7.821633
SDE00017,Lech Stahlwerke Meitingen steel plant,Germany,exact,operating,1970,53,1400,,1400,,,,,,,,,semi-finished; finished rolled,electric,DE,48.512051, 10.855292
SDE00010,Riva Brandenburg Electric Steel Works,Germany,exact,operating,1912,111,1800,,1800,,,,,,,,,semi-finished; finished rolled,electric,DE,52.402617, 12.496135
SDE00005,ArcelorMittal Eisenhüttenstadt steel plant,Germany,exact,operating,1950,73,2400,2400,,,1825,1825,,,2900,,,semi-finished; finished rolled,integrated (BF),DE,52.168649, 14.623473
SDE00011,Riva Hennigsdorfer Electric Steel Works,Germany,exact,operating,1917,106,1000,,1000,,,,,,,,,semi-finished; finished rolled,electric,DE,52.650903, 13.212683
SDE00006,ArcelorMittal Bremen steel plant,Germany,exact,operating,1957,66,3800,3800,,,3800,3800,,,2100,2000,,finished rolled,integrated (BF),DE,53.133305, 8.688193
SDE00007,ArcelorMittal Hamburg steel plant,Germany,exact,operating,1969,54,1100,,1100,,600,,600,,,,,semi-finished; finished rolled,integrated (DRI),DE,53.522601, 9.900749
SDE00015,Benteler Steel Tube Lingen plant,Germany,exact,operating,1974,49,650,,650,,,,,,,,,semi-finished; finished rolled,electric,DE,52.467622, 7.317169
SDE00013,Salzgitter Peiner Träger Peine steel plant,Germany,exact,operating,1858,165,1000,,1000,,,,,,,,,semi-finished; finished rolled,electric,DE,52.313935, 10.258482
SDE00004,Salzgitter Flachstahl steel plant,Germany,exact,operating,2001,22,5200,5200,,,4800,4800,,,>0,>0,unknown,semi-finished; finished rolled,integrated (BF),DE,52.161794, 10.409371
SDE00001,ThyssenKrupp Steel Duisburg steel plant,Germany,exact,operating,1891,132,13000,13000,,,11600,11600,,,>0,2500,,crude; semi-finished; finished rolled,integrated (BF),DE,51.491649, 6.733051
SDE00002,Hüttenwerke Krupp Mannesmann (HKM) steel plant,Germany,exact,operating,1909,114,6000,6000,,,5200,5200,,,6000,1080,,crude; semi-finished; finished rolled,integrated (BF),DE,51.371279, 6.723310
SDE00008,ArcelorMittal Duisburg steel plant,Germany,exact,operating,1852,171,1300,1300,,,,,,,,,,semi-finished; finished rolled,oxygen,DE,51.462987, 6.744612
SDE00018,Deutsche Edelstahlwerke steel plant,Germany,exact,operating,1927,96,600,,600,,,,,,,,,semi-finished; finished rolled,electric,DE,50.922844, 8.024006
SDE00003,AG der Dillinger Hüttenwerke Dillingen steel plant,Germany,exact,operating,1969,54,2760,2760,,,4790,4790,,,,,,semi-finished; finished rolled,integrated (BF),DE,49.353884, 6.746603
SDE00012,Saarstahl Völklingen Steelmaking Plant,Germany,exact,operating,1873,150,3540,3240,300,,,,,,,,,semi-finished; finished rolled,"electric, oxygen",DE,49.247635, 6.848662
SDE00016,ESF Elbe Stahlwerke Feralpi Riesa plant,Germany,exact,operating,1992,31,1400,,1400,,,,,,,,,semi-finished; finished rolled,electric,DE,51.312800, 13.280386
SDE00014,CSN Stahlwerk Thüringen Unterwellenborn steel plant,Germany,exact,operating,1878,145,1100,,1100,,,,,,,,,semi-finished; finished rolled,electric,DE,50.654574, 11.437450
SGR00004,Sidenor Steel Industry Thessaloniki plant,Greece,exact,operating,1962,61,800,,800,,,,,,,,,semi-finished; finished rolled,electric,GR,40.704458, 22.816542
SGR00003,Sovel Almyros steel plant,Greece,exact,operating,2001,22,1350,,1350,,,,,,,,,semi-finished; finished rolled,electric,GR,39.169632, 22.840216
SGR00001,Larco Larymna smelting plant,Greece,exact,operating,1966,57,1150,,1150,,,,,2500,unknown,,unknown,unknown,electric,GR,38.564265, 23.293695
SHU00003,Diósgyőr Steelworks Miskolc,Hungary,exact,operating,2005,18,550,,550,,,,,,,,,semi-finished; finished rolled,electric,HU,48.096936, 20.737722
SHU00002,ÓAM Ózdi Acélművek Kft Ózd steel plant,Hungary,exact,operating,2000,23,690,,690,,,,,,,,,semi-finished; finished rolled,electric,HU,48.242994, 20.334486
SHU00001,ISD Dunaferr Dunaújváros steel plant,Hungary,exact,operating,1954,69,1600,1600,,,1300,1300,,,1000,900,unknown,semi-finished; finished rolled,integrated (BF),HU,46.945694, 18.938630
SIT00008,Tenaris Dalmine steel plant,Italy,exact,operating,1909,114,700,,700,,,,,,,,,semi-finished; finished rolled,electric,IT,45.641516, 9.600242
SIT00006,Alfa Acciai Brescia steel plant,Italy,exact,operating,1955,68,1700,,1700,,,,,,,,,semi-finished; finished rolled,electric,IT,45.508698, 10.248464
SIT00009,Feralpi Siderurgica Lonato steel plant,Italy,exact,operating,1968,55,1100,,1100,,,,,,,,,semi-finished; finished rolled,electric,IT,45.460582, 10.456748
SIT00014,Ori Martin Brescia steel plant,Italy,exact,operating,1933,90,650,,650,,,,,,,,,semi-finished; finished rolled,electric,IT,45.566054, 10.214700
SIT00015,Feralpi Calvisano Lonato steel plant,Italy,exact,operating,1972,51,600,,600,,,,,,,,,semi-finished,electric,IT,45.371651, 10.331967
SIT00021,Ferriera Valsabbia Odolo steel plant,Italy,exact,operating,1968,55,900,,900,,,,,,,,,semi-finished; finished rolled,electric,IT,45.642905, 10.380199
SIT00022,IRO Odolo steel plant,Italy,exact,operating,1951,72,900,,900,,,,,,,,,semi-finished; finished rolled,electric,IT,45.645688, 10.374305
SIT00023,Duferci Travu e Profilati San Zeno Naviglio steel plant,Italy,exact,operating,2004,19,950,,950,,,,,,,,,semi-finished; finished rolled,electric,IT,45.478363, 10.209234
SIT00018,Acciaierie Venete Sarezzo steel plant,Italy,exact,operating,unknown,unknown,540,,540,,,,,,,,,semi-finished; finished rolled,electric,IT,45.648691, 10.209114
SIT00002,Finarvedi Cremona steel plant,Italy,exact,operating,1992,31,3850,,3850,,,,,,,,,semi-finished; finished rolled,electric,IT,45.145949, 9.950821
SIT00025,Riva Acciaio Lesegno steel plant,Italy,exact,operating,1961,62,600,,600,,,,,,,,,semi-finished; finished rolled,electric,IT,44.388023, 7.944998
SIT00019,Acciaierie Venete Padua steel plant,Italy,exact,operating,1991,32,600,,600,,,,,,,,,semi-finished; finished rolled,electric,IT,45.419168, 11.906625
SIT00012,Pittini Siderpotenza Potenza steel plant,Italy,exact,operating,1963,60,700,,700,,,,,,,,,semi-finished; finished rolled,electric,IT,40.639356, 15.827842
SIT00020,Alfa Acciai Catania steel plant,Italy,exact,operating,1998,25,500,,500,,,,,,,,,semi-finished; finished rolled,electric,IT,37.438448, 15.032870
SIT00003,ArcelorMittal Acciaierie d'Italia Taranto steel plant,Italy,exact,operating,1965,58,11500,11500,,,9500,9500,,,>0,>0,,semi-finished; finished rolled,integrated (BF),IT,40.508993, 17.207589
SIT00013,Finarvedi Acciai Speciali Terni steel plant,Italy,exact,operating,1884,139,1450,,1450,,,,,unknown,,,,semi-finished; finished rolled,electric,IT,42.564752, 12.669360
SIT00017,Acciaierie Venete Borgo Valsugana steel plant,Italy,exact,operating,1979,44,600,,600,,,,,,,,,semi-finished; finished rolled,electric,IT,46.049182, 11.440394
SIT00011,Pittini Ferriere Nord Osoppo steel plant,Italy,exact,operating,1975,48,2200,,2200,,,,,,,,,semi-finished; finished rolled,electric,IT,46.232199, 13.079104
SIT00004,Danieli ABS Pozzuolo del Friuli steel plant,Italy,exact,operating,1813,210,1100,,1100,,,,,,,,,crude; semi-finished; finished rolled,electric,IT,46.008483, 13.255117
SIT00016,Marcegaglia Palini e Bertoli San Giorgio di Nogaro steel plant,Italy,exact,operating,1992,31,600,,600,,,,,,,,,semi-finished,electric,IT,45.806490, 13.215433
SIT00024,Riva Acciaio Caronno Pertusella steel plant,Italy,exact,operating,1957,66,780,,780,,,,,,,,,semi-finished,electric,IT,45.598187, 9.035447
SIT00010,Pittini Acciaierie di Verona steel plant,Italy,exact,operating,1902,121,1250,,1250,,,,,,,,,semi-finished; finished rolled,electric,IT,45.428820, 11.000861
SIT00007,AFV Accaierie Beltrame Vicenza steel plant,Italy,exact,operating,1976,47,1200,,1200,,,,,,,,,unknown,electric,IT,45.522097, 11.499295
SLU00001,ArcelorMittal Differdange steel plant,Luxembourg,exact,operating,1896,127,2000,,2000,,,,,,,,,semi-finished; finished rolled,electric,LU,49.527966, 5.900398
SLU00002,ArcelorMittal Esch-Belval steel plant,Luxembourg,exact,operating,1911,112,1000,,1000,,,,,,,,,semi-finished; finished rolled,electric,LU,49.504175, 5.993759
SMD00001,JSC Moldova Steel Works,Moldova,exact,operating,1985,38,1000,,1000,,,,,,,,,semi-finished; finished rolled,electric,MD,47.783771, 29.028350
SNL00001,Tata Steel IJmuiden steel plant,Netherlands,exact,operating,1918,105,7500,7500,,,6310,6310,,,>0,>0,>0,semi-finished; finished rolled,integrated (BF),NL,52.484118, 4.615584
SMK00001,Makstil Skopje Steel plant,North Macedonia,exact,operating,1967,56,550,,550,,,,,,,,,semi-finished,electric,MK,42.016228, 21.46605
SNO00001,Celsa Nordic steel plant,Norway,exact,operating,1977,46,700,,700,,,,,,,,,semi-finished; finished rolled,electric,NO,66.311519, 14.167557
SPL00006,ArcelorMittal Warszawa steel plant,Poland,exact,operating,1957,66,750,,750,,,,,,,,,crude; semi-finished; finished rolled,electric,PL,52.291337, 20.917302
SPL00005,Liberty Czestochowa steel plant,Poland,exact,operating,1902,121,840,,840,,,,,,,,,semi-finished,electric,PL,50.782614, 19.165566
SPL00001,ArcelorMittal Dąbrowa Górnicza steel plant,Poland,exact,operating,unknown,unknown,5000,5000,,,4500,4500,,,>0,>0,,crude; semi-finished; finished rolled,integrated (BF),PL,50.342417, 19.285037
SPL00003,CMC Zawiercie steel plant,Poland,exact,operating,1901,122,1700,,1700,,,,,,,,,unknown,electric,PL,50.487463, 19.456759
SPL00008,Ferrostal Labedy Gliwice steel plant,Poland,exact,operating,1993,30,500,,500,,,,,,,,,crude; semi-finished; finished rolled,electric,PL,50.357438, 18.610739
SPL00004,Celsa Huta Ostrowiec steel plant,Poland,exact,operating,1813,210,900,,900,,,,,,,,,finished rolled,electric,PL,50.947305, 21.448763
SPT00002,SN MAIA Siderurgia Nacional steel plant,Portugal,exact,operating,1974,49,600,,600,,,,,,,,,semi-finished; finished rolled,electric,PT,41.255085, -8.555285
SPT00001,SN SEIXAL Siderurgia Nacional steel plant,Portugal,exact,operating,1961,62,1100,,1100,,,,,,,,,semi-finished; finished rolled,electric,PT,38.616023, -9.068527
SRO00004,Otelu Rosu Steel Plant,Romania,exact,operating,1796,227,850,,850,,,,,,,,,semi-finished; finished rolled,electric,RO,45.512949, 22.339896
SRO00003,Resita Iron & Steel Works,Romania,exact,operating,1771,252,500,,500,,,,,,unknown,,unknown,semi-finished; finished rolled,electric,RO,45.293492, 21.902410
